tl_lon,tl_lat,br_lon,br_lat,indicator_1,indicator_2,indicator_3,indicator_4,indicator_5
151.0202479696612,-33.94096796789315,151.02555122456647,-33.94556164717222,0,6,3,10,3
151.02565531376192,-33.94105483113854,151.03095887643133,-33.94564828775401,10,0,9,3,3
151.03106268099526,-33.94114145709395,151.03636655137058,-33.945734691002436,7,7,8,8,3
151.03647007129806,-33.94122784575603,151.041774249321,-33.94582085691412,3,2,5,6,0
151.0418774846072,-33.94131399712143,151.04718197021947,-33.945906785485754,0,5,0,2,10
151.04728492085943,-33.94139991118677,151.0525897140027,-33.94599247671393,10,0,6,7,1
151.05269237999158,-33.94148558794873,151.0579974806075,-33.946077930595365,4,3,7,3,9
151.05809986194046,-33.941571027403974,151.0634052699707,-33.94616314712672,0,2,2,7,8
151.06350736664282,-33.94165622954918,151.06881308202907,-33.94624812630468,10,5,1,8,9
151.06891489403557,-33.941741194381024,151.07422091671936,-33.94633286812593,10,2,10,2,0
151.07432244405547,-33.94182592189621,151.0796287739784,-33.946417372587185,6,7,7,8,0
151.07973001663925,-33.94191041209145,151.08503665374303,-33.94650163968517,8,10,4,9,4
151.0851376117238,-33.941994664963445,151.09044455594994,-33.94658566941658,3,10,6,5,4
151.09054522924592,-33.94207868050893,151.09585248053594,-33.94666946177816,4,5,8,5,8
151.09595286914234,-33.94216245872462,151.1012604274378,-33.946753016766664,1,9,7,5,3
151.1013605313499,-33.94224599960727,151.10666839659237,-33.94683633437881,2,9,4,0,2
151.10676821580537,-33.942329303153635,151.11207638793636,-33.94691941461138,2,1,0,8,8
151.11217592244557,-33.94241236936046,151.11748440140659,-33.94700225746114,4,9,1,0,3
151.11758365120727,-33.94249519822451,151.12289243693976,-33.94708486292487,1,3,2,5,6
151.12299140202725,-33.94257778974261,151.12830049447274,-33.947167230999355,9,9,4,0,8
151.12839917484234,-33.94266014391147,151.13370857394224,-33.94724936168138,3,5,3,10,6
151.1338069695893,-33.94274226072796,151.13911667528507,-33.94733125496776,3,6,9,0,9
151.1392147862049,-33.94282414018883,151.14452479843794,-33.94741291085531,5,3,6,6,1
151.1446226246259,-33.94290578229094,151.1499329433377,-33.947494329340856,6,9,3,7,8
151.15003048478917,-33.94298718703111,151.155341109921,-33.947575510421224,10,7,6,4,3
151.1554383666314,-33.94306835440613,151.16074929812473,-33.947656454093256,7,0,4,5,5
151.1608462700894,-33.943149284412875,151.1661575078856,-33.947737160353796,4,9,5,2,5
151.16625419509995,-33.9432299770482,151.17156573914036,-33.94781762919973,9,5,3,8,1
151.17166214159982,-33.943310432308955,151.17697399182578,-33.9478978606279,5,10,5,9,9
151.17707010952577,-33.943390650192015,151.18238226587857,-33.94797785463521,10,10,5,7,0
151.1824780988146,-33.94347063069426,151.1877905612356,-33.94805761121852,1,8,5,1,10
151.18788610940305,-33.943550373812585,151.1931988778335,-33.94813713037475,3,10,7,10,3
151.1932941412279,-33.94362987954388,151.19860721560912,-33.9482164121008,7,1,9,5,0
151.19870219422594,-33.94370914788504,151.20401557449915,-33.94829545639357,6,0,6,5,9
151.20411026833392,-33.943788178832996,151.20942395444035,-33.948374263250024,0,5,4,5,10
151.20951836348857,-33.94386697238469,151.21483235536948,-33.94845283266705,1,9,10,5,3
151.2149264796267,-33.943945528537014,151.2202407772233,-33.94853116464163,2,3,8,7,9
151.22033461668505,-33.944023847286964,151.22564921993856,-33.948609259170674,10,3,2,0,5
151.22574277460038,-33.94410192863145,151.23105768345195,-33.948687116251186,7,9,1,3,0
151.23115095330942,-33.94417977256745,151.23646616770026,-33.948764735880125,2,8,3,6,10
151.23655915274898,-33.94425737909196,151.24187467262024,-33.94884211805447,9,7,8,2,7
151.24196737285578,-33.94433474820192,151.24728319814858,-33.948919262771184,2,4,9,9,6
151.2473756135666,-33.94441187989434,151.25269174422206,-33.94899617002731,3,3,9,1,0
151.25278387481814,-33.9444887741662,151.25810031077742,-33.94907283981982,0,2,8,8,3
151.25819215654715,-33.94456543101457,151.26350889775134,-33.94914927214575,5,6,9,6,7
150.8527452905771,-33.93365119977962,150.8580387166588,-33.93825174778434,9,0,8,6,7
150.85815160183057,-33.93374540138727,150.86344533740692,-33.93834572811649,9,4,10,9,8
150.8635579381693,-33.93383936585395,150.86885198318248,-33.93843947126402,4,10,10,3,9
150.86896429953006,-33.93393309317604,150.87425865392225,-33.938532977223296,0,8,7,5,8
150.8743706858498,-33.93402658334985,150.87966534956325,-33.93862624599066,8,1,5,5,6
150.8797770970654,-33.93411983637176,150.88507207004224,-33.93871927756251,10,9,3,9,2
150.88518353311375,-33.93421285223817,150.8904788152961,-33.9388120719352,0,0,5,1,6
150.89058999393168,-33.93430563094545,150.89588558526168,-33.93890462910514,9,0,3,4,1
150.89599647945607,-33.934398172489956,150.90129237987588,-33.93899694906872,0,8,4,3,5
150.90140298962385,-33.93449047686816,150.90669919907552,-33.93908903182238,9,3,4,2,7
150.90680952437182,-33.93458254407642,150.9121060427975,-33.93918087736252,0,1,6,5,0
150.91221608363688,-33.93467437411117,150.9175129109786,-33.93927248568555,1,9,0,4,8
150.91762266735591,-33.93476596696885,150.92291980355571,-33.939363856787935,3,8,9,4,2
150.92302927546572,-33.93485732264588,150.9283267204657,-33.93945499066611,2,1,6,5,0
150.92843590790324,-33.93494844113873,150.93373366164536,-33.93954588731653,10,5,9,6,4
150.93384256460527,-33.93503932244383,150.9391406270316,-33.93963654673567,6,4,7,5,1
150.93924924550873,-33.935129966557675,150.94454761656124,-33.939726968920006,0,8,8,4,2
150.94465595055044,-33.935220373476724,150.9499546301711,-33.939817153866,0,6,7,1,2
150.95006267966727,-33.93531054319745,150.95536166779803,-33.93990710157017,0,9,5,6,4
150.95546943279606,-33.93540047571639,150.96076872937894,-33.93999681202901,3,3,6,7,2
150.96087620987367,-33.935490171030004,150.96617581485054,-33.94008628523901,2,5,2,3,0
150.96628301083692,-33.93557962913483,150.97158292414974,-33.94017552119673,6,2,0,10,5
150.97168983562273,-33.93566885002737,150.9769900572134,-33.940264519898676,1,8,1,4,10
150.9770966841679,-33.93575783370416,150.9823972139783,-33.94035328134139,0,4,8,1,8
150.98250355640926,-33.93584658016175,150.98780439438127,-33.940441805521424,10,2,7,7,2
150.98791045228367,-33.93593508939667,150.99321159835915,-33.94053009243533,6,8,10,5,1
150.993317371728,-33.93602336140552,150.99861882584878,-33.940618142079686,10,6,4,10,4
150.99872431467907,-33.93611139618482,151.004026076787,-33.940705954451055,0,8,6,0,3
151.00413128107368,-33.93619919373116,151.00943335111057,-33.94079352954602,4,4,7,6,2
151.00953827084874,-33.93628675404114,151.01484064875638,-33.94088086736118,3,5,2,8,2
151.01494528394102,-33.936374077111346,151.0202479696612,-33.94096796789315,8,3,3,4,5
151.0203523202874,-33.936461162938386,151.02565531376192,-33.94105483113854,0,5,8,6,8
151.02575937982465,-33.93654801151886,151.03106268099526,-33.94114145709395,3,2,1,8,3
151.0311664624897,-33.93663462284942,151.03647007129806,-33.94122784575603,8,9,6,7,2
151.03657356821927,-33.936720996926645,151.0418774846072,-33.94131399712143,6,5,1,7,10
151.04198069695028,-33.93680713374724,151.04728492085943,-33.94139991118677,8,7,4,0,5
151.04738784861948,-33.93689303330782,151.05269237999158,-33.94148558794873,10,3,2,1,4
151.05279502316372,-33.936978695605056,151.05809986194046,-33.941571027403974,2,7,1,1,7
151.05820222051986,-33.93706412063558,151.06350736664282,-33.94165622954918,9,7,10,7,0
151.06360944062467,-33.93714930839612,151.06891489403557,-33.941741194381024,3,8,9,3,2
151.06901668341496,-33.93723425888334,151.07432244405547,-33.94182592189621,8,3,10,6,7
151.07442394882762,-33.93731897209395,151.07973001663925,-33.94191041209145,6,2,3,2,4
151.07983123679938,-33.93740344802464,151.0851376117238,-33.941994664963445,5,6,0,0,5
151.0852385472671,-33.937487686672135,151.09054522924592,-33.94207868050893,7,6,0,5,0
151.09064588016756,-33.937571688033145,151.09595286914234,-33.94216245872462,3,8,0,8,10
151.0960532354376,-33.937655452104416,151.1013605313499,-33.94224599960727,0,0,10,0,4
151.10146061301404,-33.93773897888268,151.10676821580537,-33.942329303153635,9,2,9,9,6
151.10686801283367,-33.93782226836469,151.11217592244557,-33.94241236936046,10,10,10,6,6
151.11227543483326,-33.93790532054722,151.11758365120727,-33.94249519822451,6,0,0,4,10
151.11768287894967,-33.937988135427034,151.12299140202725,-33.94257778974261,9,2,2,1,5
151.1230903451197,-33.9380707130009,151.12839917484234,-33.94266014391147,9,0,6,9,0
151.12849783328008,-33.93815305326562,151.1338069695893,-33.94274226072796,3,2,8,8,2
151.13390534336767,-33.938235156217985,151.1392147862049,-33.94282414018883,6,2,4,10,2
151.13931287531926,-33.9383170218548,151.1446226246259,-33.94290578229094,1,2,10,1,1
151.14472042907167,-33.938398650172886,151.15003048478917,-33.94298718703111,1,10,7,10,0
151.15012800456162,-33.938480041169065,151.1554383666314,-33.94306835440613,6,7,6,5,4
151.15553560172597,-33.93856119484018,151.1608462700894,-33.943149284412875,4,4,4,10,2
151.16094322050148,-33.93864211118305,151.16625419509995,-33.9432299770482,3,5,2,3,4
151.16635086082493,-33.93872279019456,151.17166214159982,-33.943310432308955,9,4,3,2,8
151.17175852263316,-33.93880323187155,151.17707010952577,-33.943390650192015,3,9,5,10,3
151.1771662058629,-33.9388834362109,151.1824780988146,-33.94347063069426,0,4,0,2,4
151.18257391045097,-33.938963403209485,151.18788610940305,-33.943550373812585,5,3,10,2,5
151.18798163633411,-33.93904313286419,151.1932941412279,-33.94362987954388,1,8,3,6,7
151.19338938344916,-33.93912262517193,151.19870219422594,-33.94370914788504,3,4,0,8,3
151.19879715173286,-33.9392018801296,151.20411026833392,-33.943788178832996,8,5,5,0,3
151.204204941122,-33.93928089773413,151.20951836348857,-33.94386697238469,2,4,10,4,6
151.20961275155335,-33.939359677982424,151.2149264796267,-33.943945528537014,3,3,2,9,6
151.2150205829637,-33.93943822087145,151.22033461668505,-33.944023847286964,8,8,10,2,8
151.2204284352898,-33.939516526398116,151.22574277460038,-33.94410192863145,6,7,2,3,9
151.22583630846844,-33.93959459455941,151.23115095330942,-33.94417977256745,2,2,2,0,2
151.23124420243641,-33.93967242535227,151.23655915274898,-33.94425737909196,10,1,7,10,4
151.23665211713043,-33.93975001877368,151.24196737285578,-33.94433474820192,1,4,8,0,7
151.24206005248732,-33.93982737482061,151.2473756135666,-33.94441187989434,5,2,9,4,9
151.2474680084438,-33.939904493490076,151.25278387481814,-33.9444887741662,7,0,3,1,3
151.2528759849367,-33.93998137477906,151.25819215654715,-33.94456543101457,6,0,0,10,8
151.25828398190268,-33.94005801868457,151.2636004586905,-33.944641850436376,8,0,4,7,0
150.85285843500466,-33.92914486565177,150.85815160183057,-33.93374540138727,10,8,8,0,6
150.85826446191714,-33.929239051355594,150.8635579381693,-33.93383936585395,4,0,6,5,4
150.86367051390954,-33.92933299995846,150.86896429953006,-33.93393309317604,6,7,8,3,4
150.86907659091867,-33.9294267114567,150.8743706858498,-33.93402658334985,5,3,1,0,3
150.8744826928815,-33.92952018584671,150.8797770970654,-33.93411983637176,6,9,1,1,4
150.87988881973484,-33.9296134231248,150.88518353311375,-33.93421285223817,9,8,8,4,7
150.88529497141565,-33.9297064232874,150.89058999393168,-33.93430563094545,5,6,3,9,1
150.8907011478608,-33.92979918633086,150.89599647945607,-33.934398172489956,2,0,5,10,10
150.89610734900714,-33.92989171225159,150.90140298962385,-33.93449047686816,0,7,8,1,9
150.90151357479158,-33.92998400104598,150.90680952437182,-33.93458254407642,6,1,5,9,10
150.90691982515102,-33.930076052710454,150.91221608363688,-33.93467437411117,5,3,1,8,5
150.9123261000223,-33.93016786724143,150.91762266735591,-33.93476596696885,10,9,0,6,0
150.91773239934238,-33.93025944463535,150.92302927546572,-33.93485732264588,9,5,0,3,1
150.92313872304805,-33.930350784888624,150.92843590790324,-33.93494844113873,9,2,2,7,2
150.92854507107623,-33.93044188799773,150.93384256460527,-33.93503932244383,2,1,3,1,1
150.9339514433638,-33.930532753959106,150.93924924550873,-33.935129966557675,5,9,3,8,6
150.93935783984762,-33.930623382769234,150.94465595055044,-33.935220373476724,8,10,6,1,0
150.94476426046452,-33.930713774424575,150.95006267966727,-33.93531054319745,10,0,8,8,1
150.95017070515146,-33.930803928921634,150.95546943279606,-33.93540047571639,7,0,6,4,3
150.95557717384526,-33.93089384625689,150.96087620987367,-33.935490171030004,6,4,1,9,8
150.96098366648275,-33.93098352642684,150.96628301083692,-33.93557962913483,5,10,9,9,7
150.96639018300078,-33.93107296942803,150.97168983562273,-33.93566885002737,4,2,8,2,7
150.97179672333633,-33.93116217525695,150.9770966841679,-33.93575783370416,4,1,9,8,10
150.97720328742616,-33.93125114391015,150.98250355640926,-33.93584658016175,8,2,3,10,6
150.98260987520717,-33.93133987538416,150.98791045228367,-33.93593508939667,7,0,5,0,8
150.9880164866162,-33.93142836967554,150.993317371728,-33.93602336140552,2,7,3,10,6
150.9934231215901,-33.93151662678083,150.99872431467907,-33.93611139618482,9,10,5,8,4
150.99882978006573,-33.93160464669663,151.00413128107368,-33.93619919373116,9,3,10,2,10
151.00423646197999,-33.931692429419485,151.00953827084874,-33.93628675404114,5,8,5,1,8
151.00964316726962,-33.93177997494599,151.01494528394102,-33.936374077111346,8,8,1,5,0
151.01504989587158,-33.931867283272766,151.0203523202874,-33.936461162938386,6,9,1,2,8
151.02045664772265,-33.93195435439639,151.02575937982465,-33.93654801151886,7,6,4,1,0
151.0258634227597,-33.932041188313484,151.0311664624897,-33.93663462284942,4,10,9,4,5
151.03127022091957,-33.932127785020676,151.03657356821927,-33.936720996926645,1,1,1,8,6
151.0366770421391,-33.93221414451459,151.04198069695028,-33.93680713374724,2,3,6,8,5
151.0420838863551,-33.93230026679187,151.04738784861948,-33.93689303330782,2,9,5,1,4
151.0474907535045,-33.93238615184917,151.05279502316372,-33.936978695605056,5,8,3,6,3
151.052897643524,-33.932471799683164,151.05820222051986,-33.93706412063558,10,3,2,9,0
151.05830455635058,-33.932557210290504,151.06360944062467,-33.93714930839612,7,8,1,10,10
151.06371149192097,-33.93264238366787,151.06901668341496,-33.93723425888334,5,4,3,2,8
151.06911845017203,-33.93272731981195,151.07442394882762,-33.93731897209395,5,6,3,7,4
151.07452543104063,-33.93281201871944,151.07983123679938,-33.93740344802464,5,10,2,5,8
151.07993243446353,-33.93289648038706,151.0852385472671,-33.937487686672135,1,8,5,8,8
151.08533946037758,-33.9329807048115,151.09064588016756,-33.937571688033145,4,0,0,2,5
151.09074650871966,-33.933064691989514,151.0960532354376,-33.937655452104416,7,4,7,0,3
151.09615357942653,-33.93314844191782,151.10146061301404,-33.93773897888268,7,2,3,8,10
151.101560672435,-33.933231954593154,151.10686801283367,-33.93782226836469,1,10,8,6,1
151.10696778768195,-33.93331523001228,151.11227543483326,-33.93790532054722,10,2,8,1,6
151.11237492510418,-33.93339826817197,151.11768287894967,-33.937988135427034,10,9,1,5,3
151.11778208463846,-33.93348106906896,151.1230903451197,-33.9380707130009,6,3,8,6,9
151.1231892662217,-33.93356363270007,151.12849783328008,-33.93815305326562,10,4,2,10,3
151.12859646979064,-33.93364595906207,151.13390534336767,-33.938235156217985,10,2,8,8,9
151.13400369528208,-33.93372804815174,151.13931287531926,-33.9383170218548,8,10,4,1,4
151.13941094263288,-33.93380989996594,151.14472042907167,-33.938398650172886,5,9,10,0,3
151.1448182117798,-33.93389151450142,151.15012800456162,-33.938480041169065,3,2,1,0,6
151.1502255026597,-33.93397289175504,151.15553560172597,-33.93856119484018,9,5,1,6,4
151.1556328152094,-33.93405403172365,151.16094322050148,-33.93864211118305,9,5,8,0,7
151.16104014936562,-33.93413493440407,151.16635086082493,-33.93872279019456,6,7,2,3,1
151.16644750506524,-33.93421559979316,151.17175852263316,-33.93880323187155,9,4,9,4,3
151.17185488224496,-33.9342960278878,151.1771662058629,-33.9388834362109,6,5,7,7,6
151.17726228084172,-33.93437621868482,151.18257391045097,-33.938963403209485,7,4,9,9,0
151.18266970079222,-33.93445617218114,151.18798163633411,-33.93904313286419,0,7,10,2,10
151.1880771420333,-33.934535888373645,151.19338938344916,-33.93912262517193,7,6,6,6,0
151.19348460450175,-33.93461536725922,151.19879715173286,-33.9392018801296,7,5,3,8,9
151.19889208813433,-33.93469460883478,151.204204941122,-33.93928089773413,5,1,7,4,4
151.20429959286784,-33.93477361309725,151.20961275155335,-33.939359677982424,4,4,7,1,7
151.2097071186391,-33.93485238004355,151.2150205829637,-33.93943822087145,1,10,7,3,8
151.2151146653849,-33.93493090967061,151.2204284352898,-33.939516526398116,5,2,5,8,10
151.22052223304203,-33.93500920197538,151.22583630846844,-33.93959459455941,5,0,7,10,8
151.22592982154723,-33.93508725695482,151.23124420243641,-33.93967242535227,6,5,10,1,8
151.2313374308373,-33.9351650746059,151.23665211713043,-33.93975001877368,10,10,7,6,4
151.23674506084907,-33.93524265492559,151.24206005248732,-33.93982737482061,5,6,1,4,9
151.24215271151925,-33.93531999791086,151.2474680084438,-33.939904493490076,9,5,10,8,7
151.24756038278466,-33.93539710355871,151.2528759849367,-33.93998137477906,10,1,4,7,5
151.2529680745821,-33.93547397186612,151.25828398190268,-33.94005801868457,6,10,3,3,9
151.25837578684832,-33.93555060283014,151.2636919992786,-33.940134425203624,5,10,1,7,1
150.85297155428924,-33.92463852788801,150.85826446191714,-33.929239051355594,6,6,1,1,2
150.85837729692386,-33.924732697689635,150.86367051390954,-33.92933299995846,7,6,2,4,3
150.86378306463303,-33.92482663043032,150.86907659091867,-33.9294267114567,10,9,6,9,8
150.86918885735366,-33.92492032610637,150.8744826928815,-33.92952018584671,8,8,6,5,3
150.87459467502262,-33.92501378471416,150.87988881973484,-33.9296134231248,0,6,5,1,3
150.88000051757683,-33.92510700625008,150.88529497141565,-33.9297064232874,7,0,1,3,5
150.8854063849532,-33.92519999071048,150.8907011478608,-33.92979918633086,9,5,0,5,9
150.89081227708866,-33.925292738091755,150.89610734900714,-33.92989171225159,7,4,2,3,10
150.89621819392005,-33.92538524839029,150.90151357479158,-33.92998400104598,4,2,7,5,4
150.9016241353843,-33.92547752160252,150.90691982515102,-33.930076052710454,3,2,2,6,0
150.90703010141834,-33.925569557724806,150.9123261000223,-33.93016786724143,5,9,7,9,1
150.91243609195902,-33.9256613567536,150.91773239934238,-33.93025944463535,10,8,0,0,0
150.91784210694325,-33.92575291868535,150.92313872304805,-33.930350784888624,2,4,6,5,6
150.9232481463079,-33.925844243516465,150.92854507107623,-33.93044188799773,9,8,0,8,1
150.92865420998987,-33.92593533124341,150.9339514433638,-33.930532753959106,0,4,1,6,2
150.93406029792607,-33.92602618186265,150.93935783984762,-33.930623382769234,10,0,6,9,5
150.93946641005337,-33.92611679537063,150.94476426046452,-33.930713774424575,6,6,2,1,5
150.94487254630863,-33.92620717176386,150.95017070515146,-33.930803928921634,3,6,3,0,0
150.9502787066288,-33.92629731103881,150.95557717384526,-33.93089384625689,4,7,2,6,4
150.9556848909507,-33.926387213191944,150.96098366648275,-33.93098352642684,7,5,8,1,9
150.96109109921122,-33.92647687821983,150.96639018300078,-33.93107296942803,0,2,9,10,10
150.96649733134723,-33.92656630611894,150.97179672333633,-33.93116217525695,9,5,5,10,9
150.97190358729566,-33.9266554968858,150.97720328742616,-33.93125114391015,7,5,3,9,5
150.9773098669933,-33.92674445051695,150.98260987520717,-33.93133987538416,7,4,3,1,2
150.98271617037707,-33.92683316700893,150.9880164866162,-33.93142836967554,9,3,9,7,3
150.98812249738384,-33.92692164635829,150.9934231215901,-33.93151662678083,9,5,3,4,9
150.9935288479505,-33.92700988856159,150.99882978006573,-33.93160464669663,9,4,10,5,3
150.99893522201387,-33.92709789361541,151.00423646197999,-33.931692429419485,5,2,7,7,10
151.00434161951083,-33.927185661516305,151.00964316726962,-33.93177997494599,2,9,4,1,9
151.00974804037824,-33.92727319226088,151.01504989587158,-33.931867283272766,2,1,0,10,5
151.015154484553,-33.92736048584574,151.02045664772265,-33.93195435439639,8,10,1,3,2
151.02056095197196,-33.92744754226747,151.0258634227597,-33.932041188313484,10,9,4,5,5
151.02596744257193,-33.92753436152269,151.03127022091957,-33.932127785020676,1,8,0,6,4
151.03137395628977,-33.927620943608034,151.0366770421391,-33.93221414451459,0,4,2,2,4
151.0367804930624,-33.927707288520125,151.0420838863551,-33.93230026679187,10,0,7,5,0
151.04218705282665,-33.92779339625561,151.0474907535045,-33.93238615184917,9,6,1,5,1
151.04759363551932,-33.927879266811146,151.052897643524,-33.932471799683164,6,3,6,2,3
151.0530002410773,-33.92796490018338,151.05830455635058,-33.932557210290504,4,6,5,9,6
151.05840686943745,-33.928050296369,151.06371149192097,-33.93264238366787,7,4,2,2,4
151.0638135205366,-33.92813545536467,151.06911845017203,-33.93272731981195,4,0,9,9,2
151.0692201943116,-33.928220377167094,151.07452543104063,-33.93281201871944,4,0,8,6,6
151.07462689069928,-33.92830506177296,151.07993243446353,-33.93289648038706,8,7,8,2,3
151.08003360963653,-33.92838950917898,151.08533946037758,-33.9329807048115,2,5,0,5,6
151.0854403510601,-33.92847371938186,151.09074650871966,-33.933064691989514,7,10,6,1,3
151.09084711490692,-33.928557692378334,151.09615357942653,-33.93314844191782,8,5,8,1,6
151.09625390111378,-33.928641428165136,151.101560672435,-33.933231954593154,4,7,9,5,9
151.10166070961753,-33.92872492673901,151.10696778768195,-33.93331523001228,7,2,1,9,1
151.107067540355,-33.928808188096696,151.11237492510418,-33.93339826817197,8,4,4,3,6
151.112474393263,-33.92889121223498,151.11778208463846,-33.93348106906896,9,6,10,9,0
151.11788126827838,-33.92897399915062,151.1231892662217,-33.93356363270007,3,1,4,8,0
151.12328816533798,-33.9290565488404,151.12859646979064,-33.93364595906207,1,0,7,9,4
151.12869508437862,-33.929138861301105,151.13400369528208,-33.93372804815174,10,2,10,9,10
151.13410202533714,-33.92922093652954,151.13941094263288,-33.93380989996594,8,3,7,4,0
151.13950898815034,-33.929302774522505,151.1448182117798,-33.93389151450142,1,2,2,10,7
151.14491597275503,-33.92938437527683,151.1502255026597,-33.93397289175504,2,4,4,9,5
151.15032297908806,-33.92946573878932,151.1556328152094,-33.93405403172365,9,4,8,5,9
151.15573000708622,-33.929546865056835,151.16104014936562,-33.93413493440407,9,7,1,2,1
151.16113705668636,-33.92962775407621,151.16644750506524,-33.93421559979316,7,3,9,6,4
151.16654412782532,-33.9297084058443,151.17185488224496,-33.9342960278878,6,0,5,0,9
151.17195122043984,-33.92978882035796,151.17726228084172,-33.93437621868482,8,0,10,9,1
151.17735833446676,-33.92986899761409,151.18266970079222,-33.93445617218114,2,7,5,1,0
151.18276546984293,-33.92994893760955,151.1880771420333,-33.934535888373645,6,6,9,1,8
151.18817262650512,-33.93002864034122,151.19348460450175,-33.93461536725922,2,8,2,7,7
151.19357980439017,-33.93010810580601,151.19889208813433,-33.93469460883478,5,0,2,3,3
151.19898700343484,-33.93018733400085,151.20429959286784,-33.93477361309725,3,2,5,1,3
151.20439422357597,-33.93026632492264,151.2097071186391,-33.93485238004355,5,6,2,0,6
151.20980146475037,-33.93034507856831,151.2151146653849,-33.93493090967061,6,3,5,4,0
151.21520872689482,-33.93042359493479,151.22052223304203,-33.93500920197538,7,7,5,1,9
151.22061600994613,-33.930501874019036,151.22592982154723,-33.93508725695482,0,1,0,3,3
151.22602331384113,-33.930579915818,151.2313374308373,-33.9351650746059,9,7,5,0,10
151.23143063851654,-33.93065772032864,151.23674506084907,-33.93524265492559,2,4,4,8,6
151.23683798390923,-33.93073528754795,151.24215271151925,-33.93531999791086,7,4,1,10,2
151.24224534995597,-33.930812617472895,151.24756038278466,-33.93539710355871,2,7,5,9,4
151.24765273659352,-33.93088971010048,151.2529680745821,-33.93547397186612,2,1,8,0,2
151.25306014375872,-33.93096656542769,151.25837578684832,-33.93555060283014,0,0,1,5,3
151.25846757138837,-33.93104318345154,151.26378351952008,-33.935626996447766,6,7,6,3,2
150.85308464843615,-33.92013218648859,150.85837729692386,-33.924732697689635,8,6,5,10,4
150.858490106856,-33.920226340389675,150.86378306463303,-33.92482663043032,9,9,0,2,2
150.8638955903451,-33.92032025726979,150.86918885735366,-33.92492032610637,7,3,10,6,10
150.86930109884025,-33.92041393712529,150.87459467502262,-33.92501378471416,6,5,1,2,3
150.87470663227847,-33.920507379952525,150.88000051757683,-33.92510700625008,1,9,0,8,0
150.88011219059666,-33.92060058574788,150.8854063849532,-33.92519999071048,8,3,8,0,5
150.88551777373172,-33.92069355450771,150.89081227708866,-33.925292738091755,10,7,0,3,10
150.89092338162058,-33.92078628622841,150.89621819392005,-33.92538524839029,8,4,1,6,7
150.89632901420012,-33.920878780906385,150.9016241353843,-33.92547752160252,7,5,6,8,7
150.90173467140733,-33.92097103853801,150.90703010141834,-33.925569557724806,2,10,3,7,6
150.90714035317902,-33.921063059119746,150.91243609195902,-33.9256613567536,0,6,2,5,9
150.91254605945215,-33.92115484264797,150.91784210694325,-33.92575291868535,3,6,1,2,1
150.91795179016367,-33.92124638911914,150.9232481463079,-33.925844243516465,2,7,8,1,6
150.92335754525038,-33.92133769852969,150.92865420998987,-33.92593533124341,6,1,3,0,0
150.92876332464928,-33.921428770876076,150.93406029792607,-33.92602618186265,1,1,2,8,6
150.93416912829724,-33.92151960615475,150.93946641005337,-33.92611679537063,10,7,6,8,9
150.93957495613114,-33.92161020436218,150.94487254630863,-33.92620717176386,7,9,7,7,2
150.9449808080879,-33.92170056549485,150.9502787066288,-33.92629731103881,2,10,5,0,3
150.9503866841044,-33.921790689549255,150.9556848909507,-33.926387213191944,1,5,9,9,6
150.95579258411752,-33.921880576521865,150.96109109921122,-33.92647687821983,2,0,1,4,0
150.96119850806417,-33.92197022640922,150.96649733134723,-33.92656630611894,5,2,3,6,10
150.96660445588128,-33.922059639207816,150.97190358729566,-33.9266554968858,10,0,5,5,2
150.9720104275057,-33.922148814914166,150.9773098669933,-33.92674445051695,0,9,8,5,5
150.97741642287426,-33.92223775352482,150.98271617037707,-33.92683316700893,4,0,5,7,7
150.98282244192396,-33.92232645503633,150.98812249738384,-33.92692164635829,7,7,3,8,7
150.98822848459162,-33.92241491944522,150.9935288479505,-33.92700988856159,5,5,10,5,8
150.99363455081414,-33.92250314674805,150.99893522201387,-33.92709789361541,10,1,3,9,2
150.99904064052836,-33.922591136941435,151.00434161951083,-33.927185661516305,10,0,4,6,9
151.00444675367123,-33.92267889002191,151.00974804037824,-33.92727319226088,3,4,9,10,6
151.00985289017953,-33.92276640598609,151.015154484553,-33.92736048584574,0,0,10,9,6
151.01525904999025,-33.922853684830535,151.02056095197196,-33.92744754226747,1,8,9,2,9
151.02066523304018,-33.92294072655189,151.02596744257193,-33.92753436152269,6,10,3,7,9
151.02607143926622,-33.92302753114676,151.03137395628977,-33.927620943608034,4,3,10,6,4
151.03147766860525,-33.92311409861176,151.0367804930624,-33.927707288520125,5,4,4,2,6
151.0368839209941,-33.92320042894353,151.04218705282665,-33.92779339625561,9,8,1,6,8
151.04229019636966,-33.92328652213873,151.04759363551932,-33.927879266811146,9,5,3,10,6
151.04769649466883,-33.923372378194,151.0530002410773,-33.92796490018338,0,1,1,3,0
151.05310281582842,-33.92345799710597,151.05840686943745,-33.928050296369,2,5,6,6,10
151.05850915978533,-33.923543378871365,151.0638135205366,-33.92813545536467,8,5,2,0,0
151.0639155264764,-33.92362852348683,151.0692201943116,-33.928220377167094,3,4,5,10,2
151.0693219158385,-33.923713430949086,151.07462689069928,-33.92830506177296,9,0,2,2,6
151.07472832780843,-33.923798101254796,151.08003360963653,-33.92838950917898,5,6,6,1,7
151.08013476232315,-33.92388253440068,151.0854403510601,-33.92847371938186,9,5,9,8,5
151.08554121931942,-33.923966730383455,151.09084711490692,-33.928557692378334,5,5,1,4,6
